rec_no,vs1,vs2,vq1,vq2,vq3_1,vq3_2,vq3_3,vq3_4,vq3_5,vq3_6,vq3_7,vq3_8,vq3a,vq4_1,vq4_2,vq4_3,vq4_4,vq4_5,vq4_6,vq4_7,vq4_8,vq4a,vq5,vq5a,vq6_1,vq6_2,vq6_3,vq6_4,vq6_5,vq6_6,vq6_7,vq6_8,vq6a,vq7,vq7a,vq8,vq9_1,vq9_2,vq9_3,vq9_4,vq9_5,vq9_6,vq9_7,vq9_8,vq9a,vq10,vq11,vq12_1,vq12_2,vq12_3,vq12_4,vq12_5,vq12_6,vq12_7,vq12a,vq13_1,vq13_2,vq13_3,vq13_4,vq13_5,vq13_6,vq13_7,vq13_8,vq13a,vq14_1,vq14_2,vq14_3,vq14_4,vq14_5,vq14_6,vq14_7,vq14_8,vq14a,vq15,vq16,vq16a,vq17_1,vq17_2,vq17_3,vq17_4,vq17_5,vq17a,vq18_1,vq18_2,vq18_3,vq18_4,vq18_5,vq18_6,vq18_7,vq18_8,vq19,vq20,vq21,vq22,vq22a,vq23,vq23a,vq24,vq24a,vq25,vq25a,vq26_1,vq26_2,vq27,vq28,vq29,vq30_1,vq30_2,vq30_3,vq30_4,vq30_5,vq30_6,vq30a,vq31,vq31a,vq32,vq32a,vq33,vq33a,vq34,vq34a,vq35,vq35a,vq36,vq36a,vq37,vq38_1,vq38_2,vq38_3,vq38_4,vq38_5,vq38_6,vq38_7,vq38_8,vq38a,vq39_1,vq39_2,vq39_3,vq39_4,vq39_5,vq39_6,vq39_7,vq39_8,vq39a,vq40,vq40a,vq41_1,vq41_2,vq41_3,vq41_4,vq41_5,vq41a,vq42,vq42a,vq43_1,vq43_2,vq43_3,vq43_4,vq43_5,vq43_6,vq43a,vq44_1,vq44_2,vq44_3,vq44_4,vq44_5,vq44_6,vq44a,vq45_1,vq45_2,vq45_3,vq45_4,vq45a,vq46_1,vq46_2,vq46_3,vq46_4,vq46a,vq47_1,vq47_2,vq47_3,vq47_4,vq47a,vq48_1,vq48_2,vq48_3,vq48a,vq49,vq50,vq51_1,vq51_2,vq51_3,vq51_4,vq51_5,vq51_6,vq51_7,vq51_8,vq51a,vq52_1,vq52_2,vq52_3,vq52_4,vq52_5,vq52_6,vq52_7,vq52_8,vq52a,vq53,vq54_1,vq54_2,vq54_3,vq54_4,vq54_5,vq54_6,vq54_7,vq54_8,vq54a,vq55_1,vq55_2,vq55_3,vq55_4,vq55_5,vq55_6,vq55_7,vq55_8,vq55a,vq56,vq57,vq57a,vq58,vq58a,vq59,vq60_1,vq60_2,vq60_3,vq60_4,vq60_5,vq60_6,vq60_7,vq60_8,vq61,vq61a,vq62,vq62a,vq63,vq63a,vq64,vq64a,vq65,vq66,vq67,vq68,vq69,vq70,vq71,vq72,vq73,vq74,vq75,vq76,vq77,vq78,vq79,vq80,vq81,vq82,vq83,vq84,vq85,vq86,vq87,vq88,vq89,vq90,vs3,vs4,vs6,vs7,vs7a,vs8,vs9,vs10,vs11,vs12_1,vs12_2,vs12_3,vs12_4,vs12_5,vs12_6,vs12_7,vs12_8,vs12a,vs12b,vs12c,vs12d,vs12e,vs12f,vs12g,vs12h,vs12i,vs12j,vs12k,vs12l,vs12m,vs12n,vs12z,vs12za,varea,age,area,sex,marriage,edu,income,live,job,w3
5175,4,4,74,2,6,1, , , , , , , ,1,6, , , , , , , ,6, ,1,6, , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , ,8,7,13,5,3, , , ,1,1,2,90, ,90, ,801, ,1, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,1,2,4,5,10, , , , ,1,3,4,9, , , , , ,3, ,90, , , , , ,3, ,90, , , , , , , , , , , , , ,2, , , , ,90, , , , , , , , , ,1, , , ,1,1,27,26,18, , , , , , ,18, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,7, , , , , , ,7, ,8, ,96, ,7, ,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,7,8, ,7,3,0,4,4,6, , , , , , , , , ,3, ,1, , , , , , , , , , ,3002,2,300,2,1,7,7,2,8,1.22526987543105
5408,6,6,51,2,4,7,3,1,6, , , , ,1,3,4,6,7, , , , ,6, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,8,14, , , , , , ,5,6,5,1, ,6, ,1501, ,2, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,2, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,18, , , , , , , , ,18, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,5, , ,1, , , , , , , ,1, ,1, ,2, ,3, ,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,1,1,2,1,3,20, , ,4,0,2,8,6,4,9, , , , , , , ,3, ,1, ,1,1, , , , , , , ,4003,5,500,2,2,1, ,1,20,1.4089702362934
1712,2,2,53,2,4,1,6, , , , , , ,1,4,6, , , , , , ,1, ,6,4,1, , , , , , ,6, ,1,4,3,2,5, , , , , ,9,1,2, , , , , , , ,3,4,7, , , , , , ,3,4,7, , , , , , ,2, , , , , , , , ,7,22,16,10,6,3,2,5,1,1,6,1, ,2, ,206, ,2, ,3, , , , ,1,4, , , , , ,1, ,1, , , , , , , , , ,1,2,5,6,11, , , , , ,3, , , , , , , , ,2, ,1, , , , , ,3, ,3, , , , , , ,3, , , , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , ,1,2,17,10,11,7,24,6,2,20, ,2,6,7,10,17,20,24, , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,2,3,7,8,9,11,13,8, ,1, ,7, ,3, ,1,2,1,1,2,1,1,1,1,3,3,1,3,3,3,2,4,2,3,3,3,3,3,3,3,3,5,98,7,18, ,4,2,0,2,9,6,2,1,4, , , ,1,1, ,2, ,1, , ,1, , , , , , , ,1003,4,100,2,5,7,4,96,18,.928599162825969
2041,6,6,44,1,1,3,6,4, , , , , ,1,3, , , , , , , ,3, ,6,5,3, , , , , , ,6, ,1,3,5, , , , , , , ,7,1,96, , , , , , , ,1,7, , , , , , , ,1,7, , , , , , , ,2, , , , , , , , ,17,3,10,11,22,7, , ,2,2,2,1, ,1, ,9995, ,1, ,1, ,2,500, ,1,2,3,4, , , ,1, ,5, , , , , , , , , ,1,1,5,6,11, , , , , ,1,3,6, , , , , , ,2, ,1, , , , , ,96, ,3,4, , , , , ,3, , , , , , ,1,2, , , ,1, , , , ,1, , , , ,2, , , ,1,1,26,9,17,24,19, , , , ,24, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,2,3,4, , , , ,4, ,1, ,4, ,12, ,1,2,1,2,2,1,2,2,2,2,3,2,2,2,3,3,2,3,3,2,2,3,3,3,3,3,2,1,7,8, ,6,2,0,4,2,6,9,8,1,4,5, ,1,1, ,2,1,2, ,1,1, , , , , , , ,5003,5,500,1,2,7,6,1,8,1.28827192022685
734,8,8,68,1,3,1,6, , , , , , ,1,3,6, , , , , , ,6, ,6,3,1, , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,7,26,1,13,8,6,5,4,5,2,4,1, ,1, ,601, ,2, ,3, , , , ,1,3, , , , , ,1, ,3, , , , , , , , , ,1,1,4,8,10, , , , , ,1,2,3,7,9, , , , ,1, ,90, , , , , ,2, ,2,3,4, , , , ,90, , , , , , ,1,2,3, , ,90, , , , , , , , , ,2, , , ,1,1,7,5,18,24,11,4,23,25, ,5,7,18,24,25, , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,2,3,4,6,8,10, ,1, ,1, ,8, ,3, ,2,1,2,1,1,2,1,2,2,4,4,2,2,2,2,2,2,1,2,1,2,1,4,4,2,1,2,1,7,3, ,6,4,2,4,8,6,4,1, , , , ,2, , ,2, ,2, ,1, , , , , , , , ,2005,3,200,1,2,7,6,1,3,.368603369902921
850,1,1,66,1,1,9,6,4,5, , , , ,1,4,5,6,9, , , , ,6, ,1, , , , , , , , ,1, ,1,3, , , , , , , , ,996,2, , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,1,8,2,3,13,6,23, ,4,2,2,1, ,1, ,9995, ,4, ,1, ,1,770, ,1,2,4, , , , ,1, ,5, , , , , , , , , ,1,1,2, , , , , , , ,1,2,3, , , , , , ,1, ,90, , , , , ,1, ,3,4,5, , , , ,3, , , , , , ,1,2, , , ,2, , , , ,2, , , , ,1, , , ,1,2,24,9,11,1,2, , , , ,1,2,9,11,24, , , , ,1,6, , , , , , , , ,11, , , , , , , , ,999996,1, , , ,1,1,3,5,6,8, , , ,1, ,1, ,5, ,3, ,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,7,11, ,6,4,2,4,9,6,5,1,4, , , ,1, , ,2,1,1, , ,1, , , , , , , ,1001,3,100,1,2,7,6,2,11,1.22572229627717
2920,4,12,68,2,1,6,4,5, , , , , ,1,4,5,6, , , , , ,6, ,5,1,6, , , , , , ,6, ,1,4,3,5, , , , , , ,996,2, , , , , , , , ,1,3,4, , , , , , ,4, , , , , , , , , , , , , , , , , ,27,3,25,13,8,15,7,6,2,1,1,1, ,1, ,804, ,4, ,3, , , , ,1,4, , , , , ,1, ,3, , , , , , , , , ,1,2,3,10, , , , , , ,2,3, , , , , , , ,3, ,1, , , , , ,1, ,1,2,3, , , , ,3, , , , , , ,1,2, , , ,2, , , , ,2, , , , ,1, , , ,1,2,17,7,19,4,23,24,13,27, ,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,2,12, , , , , ,2, ,1, ,3, ,5, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3,3,3,3,2,1,8,15, ,7,4,2,4,1,6,9,4, , , , ,1, , ,2, ,3, , ,1, , , , , , , ,3005,3,400,2,2,8,7,1,15,1.23145562057917
624,8,8,72,2,3,6,1,4, , , , , ,1,3,6, , , , , , ,6, ,3,6,1, , , , , , ,6, ,1,9,7,6, , , , , , ,17,2, , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,6,8,10,22,2,1, , ,5,3,2,1, ,1, ,601, ,1, ,1, ,1,798, ,1,3, , , , , ,1, ,1, , , , , , , , , ,1,2,11, , , , , , , ,1,2,3, , , , , , ,1, ,90, , , , , ,1, ,2,3,4, , , , ,2, , , , , , ,1, , , , ,1, , , , , , , , , ,1, , , ,1,1,19,2,23,4,27,5,13,11, ,2,5,11, , , , , , ,1,7,10, , , , , , , ,1,2, , , , , , , ,999996,1, , , ,2,1,3,8,9,10,11,13, ,1, ,3, ,9, ,8, ,2,2,2,2,2,2,2,2,2,1,2,2,2,4,3,2,2,96,2,2,2,2,2,2,2,2,2,1,7,7, ,5,4,2,4,1,6,4,9, , , , ,1, , ,2, ,2, , ,1, , , , , , , ,2002,2,200,2,2,7,5,1,7,.339759905453859
1933,6,6,46,1,1,6, , , , , , , ,1,6, , , , , , , ,6, ,6,1, , , , , , , ,6, ,1,9, , , , , , , , ,10,2, , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,8,6, , , , , , ,6,6,6,1, ,2, ,1505, ,2, ,3, , , , ,1, , , , , , ,1, ,1, , , , , , , , , ,1,2,6, , , , , , , ,1,2,3, , , , , , ,1, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,8,10,11, , , , ,1, ,3, ,1, ,2, ,2,1,2,2,96,96,96,96,3,2,2,1,96,1,2,2,2,96,2,2,96,96,2,2,96,2,2,1,4,22, , ,3,0,4,4,6,1, , , , , ,1, , ,2, ,2, , , , , , , , , , ,5001,5,500,1,2,4, ,1,22,1.28827192022685
359,7,7,58,1,1,4,6,5, , , , , ,1,4,5,6, , , , , ,4, ,6,1,4, , , , , , ,4, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,23,3,11,16,8,2,13,26,1,1,1,1, ,2, ,1801, ,1, ,2, ,96, ,1000,1,2,4, , , , ,4, , , , , , , ,1, , , ,1,1,3,5,6,8, , , , ,1,2,3,8, , , , , ,3, ,1, , , , , ,96, ,2,3, , , , , ,3, , , , , , ,2, , , , ,2, , , , ,96, , , , ,1, , , ,1,1,7,25,18,24,3,23,1, , ,3,7,18, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,2,3,6,7,9,10, ,1, ,96, ,96, ,96, ,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,3,3,4,2,3,3,4,3,1,1,7,7, ,98,2,0,4,4,6,1,9, , , , ,1, , ,2, ,1, , ,1, , , , , , , ,1011,4,600,1,1,7,96,1,7,.462736126889296
803,1,1,67,2,1,4,6, , , , , , ,1,4,6, , , , , , ,6, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , ,8,7,10,6,1,16,13,3,5,1,5,1, ,90, ,310, ,1, ,2, ,2, ,500,1,4, , , , , ,1, ,5, , , , , , , , , ,1,6, , , , , , , , ,2,3, , , , , , , ,1, ,90, , , , , ,96, ,3, , , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,2,1, , , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,4, , ,1,8, , , , , , ,1, ,1, ,8, ,3, ,1,2,2,2,2,2,2,2,2,2,2,2,2,2,96,2,2,2,2,2,2,2,2,2,2,2,2,1,7,11, ,6,4,2,4,4,6,9,1, , , , ,1, , ,2, ,1, , ,2, , , , , , , ,1009,3,100,2,2,7,6,1,11,1.34056033225627
2607,5,5,41,1,1,6, , , , , , , ,1,6, , , , , , , ,1, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,24,8,6, , , , , ,4,3,4,1, ,1, ,1402, ,1, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,1, ,90, , , , , ,1, ,3,4, , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,24, , , , , , , , ,24, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1,10,11,12, , , , ,1, ,1, ,10, ,12, ,1,1,1,1,1,1,1,2,3,2,2,2,3,2,2,2,3,3,3,3,3,3,2,2,3,3,2,1,4,22, , ,2,0,4,4,6,1, , , , , ,1, , ,2, ,1, , , , , , , , , , ,4002,6,400,1,2,4, ,1,22,1.39831103650112
3223,7,7,81,2,1,6, , , , , , , ,1,6, , , , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,6,8, , , , , , ,1,5,1,1, ,1, ,1801, ,1, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,2, , , , , , , , ,1, , , , , , , , ,2, ,1, , , , , ,2, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,6, , , , , , , , ,6, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,1, ,3, ,4, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,5,9, ,6,4,2,4,1,6,4, , , , , ,1, , ,2, ,1, , , , , , , , , , ,1002,2,600,2,2,5,6,1,9,.378319615942743
5070,4,4,40,1,6,1, , , , , , , ,1, , , , , , , , ,1, ,90, , , , , , , , ,90, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,8, , , , , , ,6,6,6,98, ,96, ,9996, ,98, ,96, , , , ,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,96, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,1, ,96, ,96, ,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2,1,3,22, , ,3,0,4,4,6,3, , , , , , , ,1,2, ,1, , , , , , , , , , ,3002,6,300,1,2,1, ,1,22,2.10219516573127
2311,6,6,75,1,6,1,3, , , , , , ,3,6, , , , , , , ,3, ,6,1,3, , , , , , ,3, ,1,6, , , , , , , , ,996,2, , , , , , , , ,4,5,7, , , , , , ,7, , , , , , , , , , , , , , , , , ,2,13,26,22,16,6,1, ,5,5,6,90, ,6, ,1501, ,3, ,3, , , , ,1,3, , , , , ,3, , , , , ,5, , , , , ,1,3,4,5,6,8,10,11,94,遊戲影片後製,2,3,9, , , , , , ,2, ,94, , , , ,等待一定的時間關閉,1, ,2,3, , , , , ,2,3, , , , , ,1,2,94, ,收音機,90, , , , ,96, , , , ,1,2, , ,1,1,1,24,10, , , , , , ,1,24, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,94,暫時不想用, ,1,3,4,6,7,8,9, ,7, ,96, ,96, ,96, ,1,1,1,1,1,1,1,1,1,3,3,1,3,3,2,2,2,2,3,3,3,2,96,96,2,96,1,2,5,3, ,4,1, ,4,4,6,8, , , , , , , , ,2, ,1, ,1, , , , , , , , ,5004,2,500,1,1,5,4,2,3,.891683824532909
446,2,2,67,2,6,1,4,3, , , , , ,1,3,6, , , , , , ,6, ,6,3,4, , , , , , ,3, ,1,6,9,1, , , , , , ,25,2, , , , , , , , ,1,4,7, , , , , , ,4, , , , , , , , , , , , , , , , , ,13,6,2,25,10,8, , ,3,3,2,4, ,4, ,208, ,4, ,2, ,1, ,599,1,3,4, , , , ,1, ,3, , , , , , , , , ,1,1,5,8,10, , , , , ,2,3,5, , , , , , ,2, ,2,4, , , , ,1, ,2,3, , , , , ,3, , , , , , ,2, , , , ,2, , , , ,2, , , , ,2, , , ,1,2,18,26,11,24,13,25,4,2, ,4,13,24, , , , , , ,1,9,10, , , , , , , ,4,1,2, , , , , , ,1500,1, , , ,2,1,7,8, , , , , ,7, ,7, ,1, ,3, ,1,2,1,1,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,2,7,9, ,5,2,0,4,4,6,8,9, , , , , , , ,2, ,1, ,1,1, , , , , , , ,1006,3,100,2,1,7,5,2,9,.823646609389764
1409,16,16,79,2,1,6, , , , , , , ,1,6, , , , , , , ,6, ,6, , , , , , , , ,6, ,1,9,3, , , , , , , ,7,2, , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,6,1,2, , , , , ,5,2,5,90, ,90, ,1901, ,5, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,1,2,10,11, , , , , ,1,3,4,7,8, , , , ,2, ,90, , , , , ,1, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,3,1,5, , , , , , ,1,3,5, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,1, ,96, ,96, ,1,96,96,96,96,96,96,96,96,3,3,3,3,2,96,96,96,96,2,2,3,96,3,96,96,96,3,2,5,20, , ,2,0,4,4,6, , , , , , , , , ,2, ,1, , , , , , , , , , ,6001,2,600,2,1,5, ,2,20,.915968298857906
121,2,2,40,1,5,6, , , , , , , ,6, , , , , , , , ,6, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,8, , , , , , ,5,5,5,1, ,90, ,210, ,1, ,3, , , , ,1, , , , , , ,1, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1,10,11, , , , , ,1, ,1, ,3, ,2, ,1,1,1,1,1,1,1,1,1,2,2,1,1,2,96,2,3,96,96,96,96,96,3,3,2,2,2,1,4,22, , ,2,0,4,4,6,5, , , , , , , , ,2,1,1, , , , , , , , , , ,1001,6,100,1,2,4, ,1,22,1.19096977402252
168,2,2,88,2,6,1, , , , , , , ,1,6, , , , , , , ,6, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,6,8,26,1, , , ,5,3,4,1, ,90, ,210, ,3, ,3, , , , ,1, , , , , , ,1, ,2, , , , , , , , , ,1,1,5, , , , , , , ,1, , , , , , , , ,2, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,26,13,7, , , , , , ,26, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,3, ,1, ,6, ,1,1,1,1,96,1,1,1,1,2,2,1,1,2,96,2,3,96,2,2,2,2,3,3,2,2,1,2,7,21, , ,2,0,4,4,6, , , , , , , , , ,2, ,1, , , , , , , , , , ,1005,1,100,2,1,7, ,2,21,.688233098657626
2835,2,2,35,1,6,1, , , , , , , ,1,6, , , , , , , ,6, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2,24,18,8, , , ,6,3,6,1, ,1, ,208, ,1, ,96, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,2, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3, , , , , , ,3, ,3, ,1, ,96, ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,96,96,96,96,96,2,2,96,96,2,1,4,22, , ,2,0,4,4,6, , , , , , , , , ,2, ,1, , , , , , , , , , ,1004,6,100,1,2,4, ,1,22,1.19096977402252
3242,7,7,89,1,1,6, , , , , , , ,1,6, , , , , , , ,6, ,6,1, , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,13,6,1,2, , , , ,5,1,5,90, ,90, ,1801, ,1, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,2,5,10, , , , , , ,1,3, , , , , , , ,1, ,1, , , , , ,1, ,3, , , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,1,3, , , , , , , ,1, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,1, ,3, ,96, ,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,4,2,4,3,3,2,2,98,2,2,1,96,5,21, , ,2,0,4,4,6, , , , , , , , , ,2, ,1, , , , , , , , , , ,1002,1,600,1,1,5, ,96,21,.342957791928931
3246,1,9,36,1,1,6, , , , , , , ,6, , , , , , , , ,6, ,90, , , , , , , , ,90, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2, , , , , , ,6,6,5,90, ,90, ,315, ,2, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, ,1, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,23,18,25, , , , , , ,25, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,5, , ,3, , , , , , , ,3, ,10, ,3, ,8, ,3,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,3,3,3,3,4,4,3,3,4,2,1,5,22, , ,2,0,4,4,6, , , , , , , , , ,2, ,1, , , , , , , , , , ,1002,6,200,1,2,5, ,1,22,.831964904835581
1927,6,6,49,1,1,6, , , , , , , ,1,6, , , , , , , ,6, ,1,6, , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,8,14, , , , , ,6,6,6,1, ,90, ,1505, ,1, ,3, , , , ,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,96, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,1, ,3, ,2, ,2,2,2,2,2,2,2,96,96,2,2,2,96,2,2,2,2,2,96,96,96,96,2,2,96,96,1,1,4,14, ,6,3,0,1,1,6,3,4,2, , , ,1,2,1,1, ,1, , , , , , , , , , ,5001,5,500,1,1,4,6,1,14,1.28827192022685
2623,5,13,46,1,1,6,3, , , , , , ,1,3,6, , , , , , ,1, ,6,3,1, , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,3,23,8,4,12,1,25,6,1,1,1, ,1, ,1402, ,5, ,3, , , , ,1,3, , , , , ,3, , , , , ,4, , , , , ,1,5,8, , , , , , , ,3, , , , , , , , ,2, ,1, , , , , ,2, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,1,18, , , , , , , ,1,18, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,7, , , , , , ,1, ,1, ,3, ,7, ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,96,3,3,3,3,2,1,6,7, ,5,2,0,4,2,6,8,1,4, , , ,1,1, ,1, ,3, ,1, , , , , , , , ,4002,5,400,1,2,6,5,1,7,.931380305070059
1711,1,4,47,1,6,1, , , , , , , ,1,6, , , , , , , ,1, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,24,8,19,6,14, , , ,6,6,5,2, ,96, ,9996, ,2, ,3, , , , ,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,2, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1, , , , , , , ,1, ,1, ,3, ,96, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,2,4,22, , ,1, ,4,4,6,2, , , , , , ,1, ,1, ,1, , , , , , , , , , ,1003,5,300,1,5,4, ,2,22,1.61857985283304
